('FORD', '4.6L - FORD - MODULAR - 4 VALVE', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=8250&make=8565'),
('FORD', '2.3L ECOBOOST', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=880&make=8565'),
('FORD', '3.5L ECOBOOST V6 GEN 1', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=9363&make=8565'),
('FORD', '5.4L - FORD - MODULAR - 2 VALVE', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=9567&make=8565'),
('FORD', '351W - HEAVY DUTY - FLAT TOP', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=10245&make=8565'),
('FORD', '460 - STROKER - M-6049-SCJ CYLINDER HEAD - FLAT TOP', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=10554&make=8565'),
('FORD', '302 - STROKER - HEAVY DUTY - INVERTED DOME', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=8445&make=8565'),
('FORD', '5.0L - COYOTE - MODULAR - GEN 3 - DIRECT INJECTION', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=10413&make=8565'),
('FORD', '427 FE FLAT TOP', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=10119&make=8565'),
('FORD', '4.6L - FORD - MODULAR - 2 VALVE', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=9387&make=8565'),
('FORD', '5.4L - FORD - MODULAR - 3 VALVE', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=9579&make=8565'),
('FORD', '2.0 ZX3 ZETEC', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=11973&make=8565'),
('FORD', '5.2L - GT350 - VOODOO - MODULAR', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=11874&make=8565'),
